customer_id,first_name,last_name,gender,birth_year,loyalty_tier,home_suburb,signup_date
C00740,Vuyo,Zulu,F,2000,Bronze,Chatsworth,2024-12-25
C00741,Sarah,Joseph,M,1965,Bronze,Tygervalley,2023-12-10
C00742,Kgomotso,Mokwena,F,1964,Silver,Wonderpark,2023-11-12
C00743,Ayanda,Jones,F,1966,Bronze,Midrand,2023-01-04
C00744,Kabelo,Patel,F,1986,Bronze,Sea Point,2024-09-14
C00745,Rajesh,Pillay,F,1997,Bronze,Stellenbosch Central,2024-09-07
C00746,Nthabiseng,Nkosi,F,1990,Bronze,Sandton,2023-02-20
C00747,Mandla,Mokwena,F,,Silver,Beacon Bay,2024-08-14
C00748,Khanyisile,Sibiya,F,,Bronze,George Central,2023-06-15
C00749,Lungile,Maseko,M,1999,Bronze,Ballito,2023-07-01
C00750,Michael,Zwane,F,1957,Bronze,Hatfield,2024-01-24
C00751,Dineo,Ndlovu,M,1990,Bronze,Mitchell's Plain,2024-12-12
C00752,Nokulunga,Khan,F,1981,Bronze,Pinetown,2023-03-01
C00753,Lindiwe,Mkhize,M,1995,Bronze,Walmer,2024-09-11
C00754,Karabo,Maseko,F,1975,Bronze,Pinetown,2023-12-29
C00755,Naledi,Ngcobo,M,1988,Bronze,George Central,2025-06-23
C00756,Kabelo,Govender,M,,Bronze,Mthatha Central,2025-03-26
C00757,Bongani,Naidoo,M,1981,Bronze,Ballito,2025-04-05
C00758,Thandiwe,Naidoo,F,1967,Bronze,Constantia,2023-11-12
C00759,Ayanda,Joseph,M,,Bronze,Menlyn,2024-02-10
C00760,Vuyo,Mkhize,M,1956,Bronze,Menlyn,2024-11-19
C00761,Priya,du Plessis,M,1996,Bronze,Pinetown,2025-06-04
C00762,Ibrahim,Mabena,F,1981,Bronze,Chatsworth,2023-11-03
C00763,Kgomotso,Tshabalala,M,1956,Bronze,Randburg,2023-03-09
C00764,Themba,Khan,M,1976,Bronze,Tygervalley,2024-08-07
C00765,Nthabiseng,Radebe,F,1962,Silver,Centurion,2024-12-27
C00766,Sipho,Khan,F,1986,Bronze,Krugersdorp,2023-08-10
C00767,Fatima,Mthembu,F,1978,Silver,Stellenbosch Central,2024-03-30
C00768,Aisha,Dlamini,M,1987,Bronze,Umhlanga,2025-01-20
C00769,Nokulunga,Adams,F,1975,Silver,Chatsworth,2024-11-23
C00770,Naledi,Naidoo,M,1984,Silver,Mitchell's Plain,2023-01-05
C00771,Ayanda,Mokoena,M,1993,Bronze,CBD,2023-04-16
C00772,Fatima,Mthembu,F,2003,Silver,Centurion,2023-07-25
C00773,Palesa,Maseko,F,1975,Bronze,Brooklyn,2023-06-02
C00774,Refilwe,Khan,F,1994,Bronze,PMB Central,2023-12-25
C00775,Yusuf,Tshabalala,F,2000,Bronze,Tygervalley,2023-03-14
C00776,Ayanda,Ngcobo,M,1989,Bronze,Umhlanga,2024-11-22
C00777,Nomvula,Sithole,F,1960,Bronze,Berea,2024-08-29
C00778,Thandiwe,Jones,M,1974,Bronze,Beacon Bay,2025-04-08
C00779,Ibrahim,Mabaso,,2003,Bronze,Stellenbosch Central,2025-04-12
C00780,Bontle,van Wyk,F,1974,Silver,Pinetown,2024-04-26
C00781,Nokuthula,Govender,F,1994,Bronze,George Central,2024-12-17
C00782,Tumelo,Mabena,M,1975,Bronze,Umhlanga,2023-04-26
C00783,Anika,du Plessis,F,1965,Bronze,Richards Bay Central,2023-05-11
C00784,Aisha,Sithole,F,2000,Bronze,Vincent,2023-03-14
C00785,Karabo,Mthembu,M,1980,Bronze,Roodepoort,2024-07-15
C00786,Refilwe,du Plessis,F,1976,Bronze,Rosebank,2025-03-14
C00787,David,Mkhize,M,1989,Bronze,Beacon Bay,2023-03-21
C00788,Olwethu,Mkhize,M,1962,Bronze,Ballito,2023-04-10
C00789,Dineo,Jones,F,1980,Bronze,Berea,2025-02-28
C00790,Dineo,Radebe,F,1996,Bronze,Parow,2025-06-27
C00791,Lesedi,Nkosi,M,1997,Bronze,Soweto,2024-09-22
C00792,Kgomotso,Jones,F,1998,Bronze,Greenacres,2023-11-08
C00793,David,Cele,,,Gold,Fourways,2023-10-29
C00794,Nomvula,Mhlongo,M,,Bronze,Randburg,2023-04-23
C00795,Nokulunga,Maseko,M,1970,Bronze,Mthatha Central,2023-11-22
C00796,Sibusiso,Radebe,F,1982,Bronze,Umhlanga,2023-05-23
C00797,Palesa,Buthelezi,F,1978,Bronze,Beacon Bay,2023-05-09
C00798,Naledi,Nkosi,F,1956,Silver,Beacon Bay,2024-03-23
C00799,Naledi,Mabaso,F,1981,Silver,Walmer,2024-09-10
C00800,David,Ngcobo,F,1987,Silver,Soweto,2023-12-30
C00801,Nokuthula,van der Merwe,F,1955,Silver,Roodepoort,2024-12-30
C00802,Aisha,Khan,F,1989,Bronze,CBD,2024-08-04
C00803,Priya,Mhlongo,F,1985,Bronze,Chatsworth,2025-05-29
C00804,Lehlogonolo,Khan,F,1960,Bronze,Roodepoort,2024-04-28
C00805,Thandiwe,Ndlovu,M,1989,Bronze,Khayelitsha,2023-12-18
C00806,Ibrahim,Nkosi,F,1987,Bronze,Menlyn,2024-03-07
C00807,Anika,Maseko,F,1957,Bronze,Krugersdorp,2025-01-14
C00808,Karabo,Mkhize,F,1995,Bronze,Khayelitsha,2024-11-03
C00809,Mpho,Ngcobo,F,1986,Bronze,Brooklyn,2023-09-16
C00810,Naledi,Ngcobo,F,,Bronze,George Central,2024-08-28
C00811,Olwethu,Mokwena,M,1978,Bronze,Walmer,2023-08-30
C00812,Rajesh,van der Merwe,M,1957,Bronze,Bellville,2024-09-01
C00813,Dineo,Mokwena,M,2003,Silver,Roodepoort,2024-11-07
C00814,Rachel,Botha,F,2001,Bronze,Boksburg,2025-02-12
C00815,Dineo,Zulu,F,1984,Bronze,PMB Central,2023-08-28
C00816,Sarah,Radebe,F,1964,Bronze,Alberton,2025-03-27
C00817,Rachel,Radebe,M,1988,Bronze,PMB Central,2024-10-14
C00818,Anika,Smith,M,1996,Bronze,Brooklyn,2025-04-01
C00819,Lindiwe,Patel,M,1980,Bronze,Roodepoort,2025-01-21
C00820,Lungile,Zwane,M,1988,Bronze,George Central,2023-11-17
C00821,Yusuf,Nkosi,M,,Bronze,Paarl Central,2024-12-02
C00822,Rachel,Cele,F,1973,Bronze,Pinetown,2023-04-05
C00823,Nomvula,Sibiya,M,1968,Bronze,Mitchell's Plain,2023-03-30
C00824,Mandisa,Sibiya,F,1997,Bronze,George Central,2023-04-24
C00825,Nokwanda,van der Merwe,F,1984,Bronze,Pinetown,2023-10-11
C00826,Refiloe,Smith,M,1997,Bronze,Tygervalley,2025-03-10
C00827,Zanele,Khan,M,1979,Gold,Boksburg,2025-02-13
C00828,Mandla,Jones,F,1967,Bronze,Hayfields,2023-04-22
C00829,Themba,Nyathi,M,1968,Bronze,Berea,2025-01-02
C00830,Kagiso,Sithole,F,1959,Bronze,Berea,2023-01-20
C00831,Rajesh,Mokwena,M,1955,Bronze,Brooklyn,2023-06-05
C00832,Nokwanda,Mabena,M,,Silver,Hayfields,2024-05-04
C00833,David,Sibanda,M,2004,Bronze,Edenvale,2023-01-04
C00834,Sarah,du Plessis,F,1989,Bronze,Greenacres,2023-11-07
C00835,James,Khumalo,M,1996,Bronze,Menlyn,2023-03-24
C00836,Khanyisile,van Wyk,M,1973,Bronze,CBD,2024-01-29
C00837,Tumelo,Pretorius,F,1979,Bronze,Randburg,2024-05-13
C00838,Tshepo,Jones,M,,Bronze,Westville,2023-09-02
C00839,Rajesh,Radebe,F,1989,Bronze,Berea,2023-01-17
C00840,Sipho,Mabena,F,2005,Bronze,Sandton,2025-04-06
C00841,Mosa,Adams,F,1998,Bronze,Westville,2023-08-27
C00842,Zanele,Mokoena,M,1986,Bronze,Pinetown,2023-02-16
C00843,Andile,Mahlangu,F,,Bronze,Paarl Central,2024-04-12
C00844,Kabelo,Botha,M,1959,Bronze,Hayfields,2024-09-01
C00845,Bontle,Ngcobo,F,1967,Silver,Greenacres,2024-02-16
C00846,Johan,Zulu,,1991,Bronze,Sandton,2025-02-21
C00847,Sipho,Zwane,F,1959,Bronze,Wonderpark,2023-06-22
C00848,Nokwanda,Mhlongo,M,1983,Bronze,Parow,2023-04-13
C00849,Karabo,Ngcobo,F,,Bronze,Sea Point,2023-01-08
C00850,Mandla,Mabaso,M,1992,Bronze,Umhlanga,2024-12-09
C00851,Naledi,Naidoo,F,1972,Bronze,George Central,2024-09-17
C00852,Nokwanda,Mokoena,M,2000,Gold,Mthatha Central,2023-11-05
C00853,Anika,Moyo,F,1970,Gold,Paarl Central,2024-07-06
C00854,Aisha,Govender,F,1995,Bronze,Midrand,2023-04-26
C00855,Karabo,Mokwena,M,1985,Bronze,CBD,2023-02-25
C00856,Mosa,Mhlongo,F,1982,Bronze,Pinetown,2023-02-14
C00857,Lindiwe,Khumalo,M,1966,Bronze,Phoenix,2023-04-29
C00858,Zanele,Pillay,M,1992,Bronze,Greenacres,2023-11-30
C00859,Nokuthula,Zulu,F,1961,Bronze,Midrand,2024-01-20
C00860,Nokuthula,Ndlovu,F,1986,Bronze,Sandton,2024-09-16
C00861,Michael,van der Merwe,F,1963,Bronze,Randburg,2023-10-04
C00862,Palesa,Mabena,F,1999,Bronze,Mitchell's Plain,2025-05-22
C00863,Michael,van Wyk,F,2003,Silver,Berea,2023-06-10
C00864,Karabo,Ngcobo,M,1991,Silver,Stellenbosch Central,2024-02-26
C00865,Mandisa,Adams,F,1968,Silver,Brooklyn,2023-01-15
C00866,Vuyo,Smith,M,1970,Bronze,Edenvale,2024-08-28
C00867,Themba,Mkhize,M,1981,Bronze,Umhlanga,2025-01-21
C00868,Refiloe,Joseph,F,1988,Silver,Walmer,2025-04-21
C00869,Lindiwe,Jones,F,1960,Bronze,Wonderpark,2023-08-12
C00870,Naledi,Cele,F,1996,Bronze,Beacon Bay,2023-11-09
C00871,Refilwe,van Wyk,M,2002,Gold,Pinetown,2024-02-20
C00872,Mandla,Mhlongo,M,2000,Silver,Constantia,2024-01-30
C00873,Nokwanda,Mabena,M,1973,Bronze,Pinetown,2024-07-09
C00874,Kgomotso,Naidoo,M,1960,Bronze,Khayelitsha,2024-06-11
C00875,Lungile,Mhlongo,M,1962,Bronze,CBD,2024-01-10
C00876,Marius,van der Merwe,M,2000,Silver,Sandton,2023-05-22
C00877,Pieter,Pillay,M,1996,Gold,Westville,2023-08-03
C00878,Lehlogonolo,Govender,F,1972,Bronze,Khayelitsha,2023-03-06
C00879,Marius,Cele,F,1987,Bronze,PMB Central,2024-11-25
C00880,Dineo,Nyathi,M,1983,Silver,Walmer,2025-04-08
C00881,Zanele,Pretorius,M,1984,Bronze,George Central,2023-10-23
C00882,Zanele,Sithole,F,1962,Bronze,Sandton,2024-06-17
C00883,Thandiwe,Dlamini,F,1998,Bronze,Randburg,2024-03-06
C00884,Rachel,Dlamini,F,,Silver,Chatsworth,2024-10-22
C00885,Pieter,Moyo,M,1996,Bronze,Westville,2024-11-12
C00886,Nokwanda,Adams,M,1983,Bronze,Krugersdorp,2023-06-25
C00887,Karabo,Patel,F,1978,Silver,Khayelitsha,2023-06-01
C00888,Anika,Maseko,F,1965,Bronze,PMB Central,2023-10-20
C00889,Mandla,van der Merwe,M,1999,Silver,Tygervalley,2023-09-01
C00890,Bongani,Mokoena,,1991,Bronze,George Central,2023-07-30
C00891,Yusuf,Mokoena,M,1977,Bronze,Tygervalley,2024-06-30
C00892,Ayanda,Zulu,M,1980,Silver,Pinetown,2023-11-24
C00893,Themba,Nkosi,,1989,Bronze,Alberton,2024-04-30
C00894,Mpho,Mkhize,M,1991,Gold,Menlyn,2024-05-05
C00895,Sipho,Mahlangu,M,1962,Bronze,Edenvale,2024-04-01
C00896,Anika,Mabaso,F,1993,Bronze,Edenvale,2025-03-11
C00897,Refiloe,Khan,F,1960,Bronze,Beacon Bay,2023-03-31
C00898,Aisha,Sibanda,F,1975,Bronze,Khayelitsha,2024-11-13
C00899,Marius,Sibanda,F,1982,Bronze,Alberton,2023-12-20
C00900,Anika,Mthembu,,1990,Silver,Berea,2025-01-29
C00901,Emma,Jones,F,2001,Bronze,Wonderpark,2023-05-23
C00902,Khanyisile,Zwane,M,1964,Bronze,Chatsworth,2023-12-10
C00903,Zanele,Zwane,M,,Bronze,Brooklyn,2024-02-29
C00904,Mandla,Buthelezi,F,1991,Bronze,George Central,2025-05-02
C00905,Sarah,Maseko,M,1957,Bronze,Westville,2023-11-08
C00906,Rajesh,Buthelezi,M,,Bronze,Boksburg,2023-11-04
C00907,Thandiwe,du Plessis,F,1997,Bronze,Hayfields,2024-12-05
C00908,Mosa,Pillay,F,2003,Gold,Constantia,2024-01-06
C00909,Lesedi,du Plessis,M,1971,Bronze,Walmer,2025-04-17
C00910,Bongani,Mhlongo,M,,Bronze,Westville,2023-03-01
C00911,Themba,Tshabalala,F,1999,Bronze,Brooklyn,2024-01-05
C00912,Emma,Cele,F,1973,Gold,Phoenix,2023-07-07
C00913,Lehlogonolo,Sithole,M,1965,Silver,Greenacres,2025-03-30
C00914,Ayanda,Khan,M,1999,Bronze,Randburg,2025-04-23
C00915,Themba,Nkosi,F,1973,Bronze,Menlyn,2023-06-16
C00916,Lindiwe,Naidoo,F,1969,Silver,Ballito,2024-09-20
C00917,Nokwanda,Adams,M,2000,Silver,Mitchell's Plain,2024-03-03
C00918,Michael,Ndlovu,F,1963,Bronze,Krugersdorp,2024-12-08
C00919,Marius,Mahlangu,M,1993,Gold,George Central,2023-01-30
C00920,Olwethu,Zulu,F,1999,Bronze,Parow,2023-08-03
C00921,Naledi,Mabaso,F,2003,Bronze,Umhlanga,2025-02-14
C00922,David,Mokoena,F,1957,Bronze,Khayelitsha,2024-04-25
C00923,Bongani,Patel,F,1974,Silver,Mitchell's Plain,2024-09-08
C00924,Sizwe,Zwane,M,1966,Bronze,Bellville,2025-05-16
C00925,Olwethu,Khan,M,1977,Silver,Pinetown,2023-09-05
C00926,Aisha,Mkhize,F,1992,Bronze,Midrand,2023-10-16
C00927,Refilwe,Nyathi,F,2001,Bronze,Phoenix,2025-05-21
C00928,Sibusiso,du Plessis,F,1992,Bronze,Paarl Central,2023-07-05
C00929,Khanyisile,Cele,,1982,Bronze,Mitchell's Plain,2025-02-18
C00930,Johan,Zulu,F,1988,Silver,Alberton,2024-07-24
C00931,Vuyo,Mokoena,F,1986,Bronze,Berea,2025-01-23
C00932,Ayanda,Jones,F,1981,Silver,Midrand,2025-05-27
C00933,Zanele,du Plessis,M,1978,Gold,Hayfields,2024-02-10
C00934,Rachel,Adams,M,1960,Bronze,Walmer,2024-08-27
C00935,Lindiwe,Botha,F,1967,Bronze,Fourways,2023-05-06
C00936,Nokuthula,Smith,M,1972,Silver,Westville,2023-10-07
C00937,Lehlogonolo,Sibanda,F,1997,Bronze,Hayfields,2024-06-07
C00938,Busisiwe,Mokwena,M,1961,Bronze,Edenvale,2024-10-05
C00939,Naledi,Dlamini,F,1958,Bronze,Claremont,2023-07-03
C00940,Sarah,Sibiya,M,1964,Bronze,Constantia,2024-11-07
C00941,Lehlogonolo,Adams,M,2005,Bronze,Hayfields,2024-05-17
C00942,Aisha,Patel,M,1989,Gold,CBD,2024-11-30
C00943,Sarah,Jones,F,1979,Bronze,George Central,2024-07-24
C00944,Tumelo,Mthembu,M,1965,Bronze,Soweto,2024-05-14
C00945,Lehlogonolo,Zulu,M,1986,Bronze,Richards Bay Central,2024-04-26
C00946,Priya,Buthelezi,M,1987,Bronze,Westville,2024-01-22
C00947,Kabelo,Cele,M,1973,Bronze,CBD,2023-05-12
C00948,Khanyisile,Mhlongo,F,2002,Silver,Mthatha Central,2023-12-16
C00949,Sarah,Sithole,F,1977,Bronze,Roodepoort,2023-09-11
C00950,Andile,Mthembu,M,1999,Bronze,Menlyn,2023-06-23
C00951,Lerato,Nyathi,F,1984,Bronze,Phoenix,2024-03-07
C00952,Busisiwe,Dlamini,M,,Bronze,Richards Bay Central,2024-02-04
C00953,Johan,Mkhize,F,1986,Bronze,Menlyn,2024-05-23
C00954,Aisha,Mabena,F,1974,Bronze,Hayfields,2024-10-12
C00955,Mandisa,Ndlovu,M,1989,Bronze,Krugersdorp,2024-08-10
C00956,James,Govender,M,1960,Bronze,Westville,2023-12-11
C00957,Busisiwe,Ndlovu,M,1988,Bronze,Constantia,2024-10-29
C00958,Dineo,Mthembu,M,1974,Bronze,Midrand,2024-02-29
C00959,James,Patel,M,1984,Bronze,Claremont,2024-10-04
C00960,Sibusiso,Adams,M,1991,Bronze,Pinetown,2023-10-02
C00961,Thandiwe,Nyathi,M,2004,Gold,Mthatha Central,2023-07-25
C00962,Marius,van Wyk,F,1964,Silver,Rosebank,2024-02-25
C00963,Johan,Ndlovu,M,1981,Bronze,Tygervalley,2023-09-20
C00964,Lungile,Sibiya,F,1970,Bronze,Roodepoort,2025-03-27
C00965,Dineo,Mthembu,F,1990,Bronze,CBD,2023-07-26
C00966,Refilwe,Khan,F,1971,Bronze,Ballito,2023-06-30
C00967,Mosa,Mokoena,,1986,Bronze,Stellenbosch Central,2023-11-18
C00968,Nthabiseng,Mthembu,M,1981,Bronze,Stellenbosch Central,2024-02-11
C00969,Khanyisile,Mahlangu,F,1991,Gold,Chatsworth,2024-08-17
C00970,Refiloe,Adams,F,1960,Bronze,Centurion,2023-12-04
C00971,Khanyisile,Zwane,M,2002,Gold,Sandton,2023-06-29
C00972,Sizwe,Khan,F,1971,Bronze,PMB Central,2024-01-19
C00973,Nokwanda,Zulu,F,1982,Bronze,Brooklyn,2025-06-19
C00974,Karabo,Mokwena,F,2000,Bronze,Vincent,2024-09-12
C00975,Sipho,Khumalo,M,2005,Bronze,Soweto,2023-11-13
C00976,Thandiwe,Mhlongo,M,1998,Silver,Berea,2024-02-02
C00977,Thabo,Sibanda,M,1971,Gold,Roodepoort,2023-06-14
C00978,Rachel,Tshabalala,M,2004,Silver,Brooklyn,2025-06-06
C00979,Tshepo,Coetzee,F,1981,Bronze,Rosebank,2025-06-16
C00980,Dineo,Sithole,M,1999,Bronze,Wonderpark,2024-09-08
C00981,Vuyo,Buthelezi,M,1984,Silver,Vincent,2024-10-18
C00982,Mandla,Jones,M,,Bronze,Krugersdorp,2023-11-18
C00983,Kgomotso,Mabaso,F,1970,Gold,Vincent,2024-08-31
C00984,Lungile,Moyo,M,1975,Silver,Parow,2023-09-24
C00985,Mandla,Zwane,M,1973,Bronze,George Central,2024-02-07
C00986,Sarah,Mkhize,F,1956,Bronze,Mthatha Central,2023-08-23
C00987,Tshepo,van Wyk,F,1999,Bronze,Pinetown,2024-03-15
C00988,Nthabiseng,Patel,F,1978,Bronze,Sea Point,2025-01-05
C00989,Fatima,Smith,M,1984,Bronze,Edenvale,2024-12-31
C00990,Sizwe,Pretorius,M,2005,Silver,Soweto,2023-05-14
C00991,David,Naidoo,M,1973,Bronze,George Central,2024-02-23
C00992,Karabo,Mokwena,F,1971,Bronze,Roodepoort,2024-01-14
C00993,Lesedi,van Wyk,F,1985,Bronze,Walmer,2024-02-12
C00994,Lungile,Naidoo,M,2000,Bronze,Constantia,2023-04-08
C00995,Yusuf,Khumalo,F,1970,Bronze,Berea,2024-11-17
C00996,Bontle,Sibiya,M,,Bronze,Soweto,2023-11-06
C00997,James,Mhlongo,F,,Bronze,Tygervalley,2024-05-30
C00998,Rajesh,Mabena,M,1963,Silver,Rosebank,2023-05-26
C00999,Kagiso,Zulu,F,1963,Gold,Brooklyn,2024-03-16
C01000,Mpho,Patel,M,2003,Bronze,Rosebank,2023-06-18
C01001,Johan,Coetzee,M,1964,Gold,Mthatha Central,2023-02-24
C01002,Palesa,Mokwena,F,,Bronze,Pinetown,2024-03-22
C01003,Bongani,Coetzee,F,1977,Bronze,Pinetown,2024-05-19
C01004,Bongani,Mokwena,F,1960,Bronze,Tygervalley,2025-02-06
C01005,Aisha,Khan,M,1997,Bronze,Sea Point,2024-06-22
C01006,Refiloe,Mkhize,F,1959,Bronze,Paarl Central,2025-06-27
C01007,Pieter,Dlamini,F,1998,Bronze,Paarl Central,2025-05-07
C01008,Johan,Mokwena,F,1984,Bronze,Pinetown,2024-10-05
C01009,Busisiwe,Sibiya,M,1976,Bronze,Berea,2023-11-29
C01010,Vuyo,Mkhize,F,1958,Bronze,Khayelitsha,2025-01-31
C01011,Zanele,Buthelezi,,1979,Bronze,Roodepoort,2025-02-28
C01012,Nokulunga,Sibanda,F,1968,Silver,Alberton,2024-10-24
C01013,Lehlogonolo,Mokwena,F,1986,Silver,Krugersdorp,2024-12-02
C01014,Nthabiseng,Mahlangu,F,1961,Bronze,Hayfields,2024-04-01
C01015,Sarah,du Plessis,F,1993,Silver,Hatfield,2024-09-20
C01016,Mandla,Smith,M,,Bronze,Pinetown,2024-11-23
C01017,Nokuthula,Mokwena,M,1988,Bronze,Alberton,2024-04-24
C01018,David,Mabaso,M,1985,Gold,Greenacres,2025-02-05
C01019,Fatima,Smith,F,1958,Silver,Phoenix,2023-04-21
C01020,Aisha,Smith,F,1984,Bronze,Boksburg,2023-12-30
C01021,Kagiso,Zwane,F,,Silver,Pinetown,2023-07-03
C01022,Karabo,van der Merwe,M,1957,Silver,Krugersdorp,2023-11-18
C01023,Lesedi,van Wyk,M,1983,Bronze,George Central,2023-08-05
C01024,Mandla,Mabaso,M,1993,Bronze,Rosebank,2024-07-01
C01025,Lerato,Nkosi,F,1955,Bronze,Walmer,2024-02-19
C01026,Nokulunga,Sibiya,M,1974,Gold,Hatfield,2024-02-09
C01027,Bontle,Mthembu,F,,Bronze,Claremont,2024-12-13
C01028,Palesa,Dlamini,F,1996,Bronze,Mthatha Central,2025-05-28
C01029,Karabo,Nyathi,F,1974,Bronze,Rosebank,2023-01-23
C01030,Bongani,Botha,M,2002,Gold,Umhlanga,2024-04-05
C01031,Lesedi,Pillay,F,1991,Bronze,Menlyn,2023-01-09
C01032,Lindiwe,Smith,,1986,Bronze,Ballito,2023-10-25
C01033,Sipho,Coetzee,F,1987,Bronze,Greenacres,2025-04-16
C01034,Nokulunga,Coetzee,F,1958,Bronze,Centurion,2024-07-20
C01035,Zanele,Khan,M,1981,Bronze,Pinetown,2024-10-23
C01036,Anika,Jones,M,1956,Silver,Umhlanga,2023-12-19
C01037,Rachel,Govender,M,1992,Bronze,Berea,2025-05-23
C01038,Khanyisile,van Wyk,F,1973,Bronze,Wonderpark,2025-05-03
C01039,Lungile,Mhlongo,M,1965,Bronze,Stellenbosch Central,2024-11-14
C01040,Priya,Mahlangu,F,1965,Bronze,Wonderpark,2024-05-20
C01041,Ayanda,Pillay,F,1958,Bronze,Boksburg,2024-01-01
C01042,Lungile,Botha,F,,Bronze,Rosebank,2023-04-27
C01043,Kabelo,Govender,F,1969,Gold,Randburg,2024-07-24
C01044,Busisiwe,Mokwena,M,1987,Bronze,Khayelitsha,2024-03-24
C01045,Bontle,van Wyk,,2003,Bronze,Pinetown,2024-09-16
C01046,Karabo,Sithole,M,1957,Bronze,Mitchell's Plain,2025-06-10
C01047,Sizwe,Mhlongo,F,1973,Silver,Hayfields,2025-01-20
C01048,Nokulunga,Sithole,F,1978,Bronze,Midrand,2024-03-25
C01049,Emma,Nkosi,F,1985,Bronze,Stellenbosch Central,2023-09-30
C01050,Marius,Moyo,F,1997,Silver,Chatsworth,2024-03-07
C01051,Karabo,Govender,F,1982,Bronze,Pinetown,2025-05-22
C01052,Fatima,Mhlongo,M,1983,Bronze,Chatsworth,2023-03-13
C01053,Tshepo,Mabena,F,2004,Bronze,CBD,2024-11-07
C01054,Mosa,Mokwena,M,1958,Gold,Beacon Bay,2023-10-30
C01055,Emma,Sibanda,M,1999,Bronze,Centurion,2023-12-19
C01056,Thabo,Khan,M,1994,Silver,Berea,2024-10-21
C01057,Sizwe,Nyathi,M,1994,Bronze,Vincent,2024-02-19
C01058,Refiloe,Pretorius,M,,Bronze,Parow,2024-06-16
C01059,Ibrahim,Maseko,F,1987,Bronze,Mthatha Central,2023-06-13
C01060,Lerato,Dlamini,M,1989,Bronze,Krugersdorp,2025-01-13
C01061,David,Joseph,F,1958,Bronze,Phoenix,2023-12-29
C01062,Bongani,Khumalo,M,1962,Bronze,Sea Point,2024-04-09
C01063,Pieter,Pillay,M,1992,Silver,Mthatha Central,2024-11-12
C01064,Ibrahim,Sibiya,F,1974,Silver,Richards Bay Central,2024-11-19
C01065,Naledi,Radebe,M,1970,Bronze,Midrand,2025-04-22
C01066,Refiloe,Mhlongo,F,1964,Silver,Stellenbosch Central,2023-04-05
C01067,Nomvula,Smith,M,1985,Bronze,Greenacres,2024-06-22
C01068,James,Zwane,M,2004,Bronze,Hayfields,2024-10-13
C01069,David,Jones,M,1986,Bronze,Tygervalley,2023-05-28
C01070,Aisha,Mahlangu,F,1984,Silver,Chatsworth,2023-05-01
C01071,Nokwanda,Naidoo,F,1957,Gold,Hatfield,2024-11-30
C01072,Nthabiseng,Moyo,F,1978,Bronze,Bellville,2023-05-01
C01073,Marius,Mthembu,,1974,Bronze,Bellville,2023-05-26
C01074,Karabo,Zwane,F,1974,Bronze,Hayfields,2023-01-03
C01075,Bongani,Buthelezi,F,1957,Bronze,Richards Bay Central,2024-04-08
C01076,Pieter,Radebe,F,2001,Bronze,Parow,2024-05-31
C01077,Thandiwe,van Wyk,M,1997,Silver,Centurion,2023-04-02
C01078,Bontle,Ngcobo,M,1981,Silver,Menlyn,2024-07-07
C01079,Sipho,Jones,M,1996,Bronze,Claremont,2024-08-08
C01080,Thandiwe,Mthembu,M,1962,Bronze,Pinetown,2024-07-08
C01081,Kgomotso,Khumalo,,1988,Bronze,Claremont,2023-05-04
C01082,Tumelo,Nyathi,F,1956,Bronze,Westville,2024-03-30
C01083,Tshepo,Nyathi,M,1980,Bronze,Claremont,2023-12-15
C01084,David,van der Merwe,F,1988,Bronze,Mitchell's Plain,2023-04-12
C01085,Ibrahim,Botha,F,1966,Bronze,Krugersdorp,2024-02-22
C01086,Lungile,Botha,F,1975,Silver,Krugersdorp,2024-02-04
C01087,Lindiwe,Tshabalala,F,1975,Gold,Mitchell's Plain,2023-09-03
C01088,Lehlogonolo,Sibiya,M,1986,Bronze,Mitchell's Plain,2023-10-03
C01089,Nomvula,Tshabalala,F,1981,Bronze,Mthatha Central,2023-08-28
C01090,Lerato,Khan,M,1992,Bronze,Ballito,2024-10-29
C01091,Karabo,Mahlangu,F,1981,Silver,Phoenix,2023-07-28
C01092,Karabo,Mokwena,F,1965,Bronze,Rosebank,2024-07-22
C01093,Rachel,Mokoena,F,1984,Bronze,Vincent,2023-06-21
C01094,Thabo,Khumalo,M,1985,Bronze,Greenacres,2024-01-25
C01095,Anika,Naidoo,M,1987,Bronze,PMB Central,2024-07-30
C01096,Zanele,Mthembu,F,1999,Bronze,Ballito,2023-10-14
C01097,David,Naidoo,M,1975,Gold,Mthatha Central,2024-04-08
C01098,Busisiwe,Pillay,M,1975,Bronze,Berea,2023-12-03
C01099,Lerato,Mahlangu,M,1955,Bronze,Sea Point,2024-11-19
C01100,Mandla,Moyo,M,1999,Silver,PMB Central,2023-03-25
C01101,Karabo,Ndlovu,M,1997,Bronze,Soweto,2025-04-27
C01102,Nthabiseng,Cele,F,2004,Gold,Mitchell's Plain,2023-07-17
C01103,Rachel,Nkosi,F,1956,Bronze,Randburg,2023-07-16
C01104,Tshepo,Ngcobo,M,2000,Gold,Hatfield,2024-05-19
C01105,Sibusiso,Sibiya,F,1967,Bronze,Mitchell's Plain,2025-06-09
C01106,Busisiwe,Mkhize,M,1965,Bronze,Richards Bay Central,2024-11-19
C01107,Lungile,Sibiya,M,1959,Silver,Parow,2023-09-23
C01108,Kgomotso,Govender,M,2001,Bronze,Greenacres,2023-01-24
